bedrooms,bathrooms,m2_living,floors,m2_above,m2_basement,m2_lot,view,quality,yr_built,renovated_last_5,city,statezip,price
2,1.5,120.0,2.0,103.0,18.0,102.0,0,3,2013,1,36,60,487028.0
3,1.75,166.0,1.0,105.0,61.0,2548.0,0,3,1984,1,39,39,325000.0
3,1.5,205.0,1.5,205.0,0.0,585.0,0,5,1922,1,36,65,799000.0
5,4.5,933.0,2.0,713.0,219.0,3468.0,2,3,1946,0,4,4,7062500.0
3,1.0,87.0,1.0,87.0,0.0,963.0,0,3,1971,0,32,32,354000.0
3,1.5,108.0,1.0,108.0,0.0,827.0,0,3,1968,0,36,58,262500.0
3,2.5,185.0,2.0,185.0,0.0,370.0,0,3,2010,1,34,44,560200.0
3,1.0,98.0,1.0,98.0,0.0,585.0,0,3,1948,0,36,66,220000.0
2,1.0,96.0,1.0,96.0,0.0,534.0,0,5,1934,0,36,56,650000.0
3,2.5,132.0,3.0,132.0,0.0,240.0,0,3,2010,1,36,63,435000.0
4,3.75,250.0,2.0,197.0,53.0,372.0,3,4,1915,0,36,59,800000.0
4,2.5,349.0,2.0,349.0,0.0,2715.0,0,3,1993,0,32,32,1010000.0
2,1.0,65.0,1.0,65.0,0.0,437.0,0,5,1959,1,33,35,200000.0
5,3.5,195.0,2.0,131.0,64.0,474.0,0,3,2005,1,36,72,295000.0
4,2.75,208.0,1.5,208.0,0.0,2585.0,0,4,1982,0,34,44,580379.0
4,2.5,322.0,2.0,322.0,0.0,2983.0,0,3,2001,1,43,45,875000.0
3,2.5,313.0,2.0,297.0,16.0,1820.0,0,3,1957,0,37,63,515000.0
4,2.5,259.0,2.0,259.0,0.0,21448.0,0,3,1995,1,43,45,599000.0
3,2.5,174.0,2.0,174.0,0.0,377.0,0,3,2011,1,19,27,285000.0
3,1.75,141.0,1.0,141.0,0.0,1402.0,0,4,1974,1,22,24,290000.0
1,1.75,70.0,1.0,51.0,19.0,1890.0,0,4,1952,0,33,38,355000.0
3,1.5,136.0,1.0,136.0,0.0,1060.0,0,3,1960,0,21,68,381000.0
3,2.5,242.0,2.0,242.0,0.0,694.0,0,3,1994,0,6,10,571000.0
4,2.5,308.0,2.0,246.0,62.0,1106.0,0,5,1983,1,4,6,852600.0
5,2.5,217.0,2.0,217.0,0.0,557.0,0,4,1928,1,36,65,1085000.0
3,1.0,83.0,1.0,83.0,0.0,669.0,0,3,1957,0,36,61,371000.0
3,1.75,160.0,1.0,113.0,46.0,548.0,1,3,1992,1,36,64,514000.0
3,1.5,118.0,2.0,100.0,18.0,122.0,0,3,2010,1,36,75,386000.0
4,2.5,203.0,2.0,203.0,0.0,669.0,0,4,1995,1,33,38,464000.0
4,2.25,189.0,1.0,114.0,74.0,1254.0,0,3,1969,0,33,38,335000.0
4,2.75,231.0,2.0,138.0,93.0,1657.0,2,3,1985,0,36,61,740000.0
4,1.75,137.0,1.0,91.0,46.0,497.0,0,3,1961,0,36,61,465000.0
3,2.75,232.0,1.0,129.0,103.0,685.0,0,5,1954,0,36,71,700000.0
3,3.5,418.0,2.0,418.0,0.0,2032.0,0,3,2010,1,2,46,785000.0
3,3.25,136.0,2.0,105.0,31.0,148.0,0,3,2012,1,36,62,350000.0
1,1.0,58.0,1.0,58.0,0.0,767.0,0,3,1945,0,36,50,148000.0
3,1.75,144.0,1.0,98.0,46.0,342.0,0,3,1933,0,36,57,530000.0
3,2.5,133.0,3.0,133.0,0.0,93.0,0,3,2008,1,36,48,349000.0
3,1.5,126.0,1.5,126.0,0.0,907.0,0,5,1990,1,28,28,240000.0
3,2.5,205.0,2.0,205.0,0.0,702.0,0,3,1995,1,15,14,330000.0
4,1.75,229.0,1.5,135.0,94.0,474.0,0,5,1915,0,36,55,735000.0
3,2.5,203.0,1.0,172.0,31.0,1458.0,0,4,1985,1,34,44,545000.0
3,1.75,146.0,1.0,122.0,24.0,453.0,0,4,1983,1,10,27,214950.0
4,2.75,385.0,2.0,385.0,0.0,2247.0,0,3,2008,1,2,46,657500.0
3,1.0,106.0,1.5,106.0,0.0,511.0,0,4,1914,1,36,75,476000.0
5,6.25,805.0,2.0,569.0,237.0,5949.0,4,3,1971,0,36,71,2888000.0
2,1.0,74.0,1.0,74.0,0.0,1394.0,0,3,1933,0,36,70,110000.0
4,2.75,224.0,2.0,224.0,0.0,715.0,0,3,2012,1,2,2,292000.0
3,1.0,108.0,1.0,108.0,0.0,819.0,0,3,1958,0,36,61,317000.0
4,2.5,295.0,2.0,295.0,0.0,993.0,2,3,2007,1,2,1,455000.0
5,3.5,391.0,2.0,391.0,0.0,1603.0,3,3,2001,1,4,6,1365000.0
3,2.0,191.0,1.0,96.0,96.0,412.0,0,3,1935,1,36,62,460000.0
3,2.0,152.0,1.0,152.0,0.0,669.0,0,3,1954,0,36,61,405000.0
2,1.0,67.0,1.0,67.0,0.0,621.0,0,3,1948,0,36,57,333000.0
4,1.0,173.0,1.5,173.0,0.0,440.0,0,1,1907,1,36,54,427000.0
4,2.5,261.0,2.0,261.0,0.0,1021.0,0,3,2003,1,34,44,742000.0
4,2.5,194.0,1.0,123.0,72.0,901.0,0,5,1971,1,37,63,465000.0
4,2.5,305.0,2.0,305.0,0.0,574.0,0,3,2007,1,34,43,809950.0
4,2.0,194.0,1.5,166.0,28.0,335.0,0,5,1933,1,36,55,619400.0
3,1.75,226.0,1.0,114.0,111.0,1357.0,1,3,1955,0,24,26,762400.0
5,2.25,234.0,2.0,234.0,0.0,4573.0,0,4,1984,0,17,16,535000.0
5,3.0,233.0,1.5,148.0,85.0,383.0,3,5,1931,1,36,65,881000.0
4,2.75,313.0,1.0,178.0,135.0,620.0,3,4,1954,1,36,65,813000.0
3,2.0,152.0,1.5,152.0,0.0,491.0,0,5,1916,1,2,2,234000.0
3,2.5,209.0,2.0,209.0,0.0,678.0,0,3,2000,1,2,46,308900.0
4,2.5,214.0,1.0,214.0,0.0,1788.0,0,4,1961,0,28,28,450000.0
3,3.5,153.0,3.0,153.0,0.0,210.0,0,3,2016,1,36,48,547500.0
2,1.0,66.0,2.0,66.0,0.0,105.0,0,4,1949,1,36,47,399950.0
4,3.5,237.0,2.0,237.0,0.0,808.0,0,3,2013,1,39,39,516000.0
2,1.5,91.0,2.0,75.0,16.0,79.0,0,3,2012,1,36,63,250000.0
3,2.25,151.0,2.0,151.0,0.0,234.0,0,3,2011,1,17,18,475000.0
4,2.5,237.0,2.0,237.0,0.0,418.0,0,3,2015,1,33,38,415000.0
2,1.25,115.0,2.0,115.0,0.0,200.0,0,3,2020,1,36,57,545000.0
3,2.5,228.0,2.0,228.0,0.0,703.0,0,3,2018,1,15,14,329950.0
5,2.25,297.0,1.0,149.0,149.0,1873.0,0,3,1971,0,9,4,1325000.0
3,3.5,367.0,1.5,229.0,138.0,10319.0,0,3,1995,1,32,33,784000.0
4,2.25,203.0,2.0,203.0,0.0,678.0,0,3,1990,1,34,43,610750.0
4,2.5,292.0,1.0,164.0,127.0,857.0,2,5,1972,1,33,36,578000.0
4,3.75,374.0,2.0,374.0,0.0,1003.0,0,3,2012,1,20,22,1485000.0
3,1.75,183.0,1.0,127.0,56.0,741.0,3,5,1982,1,33,36,501000.0
5,2.0,180.0,1.5,180.0,0.0,710.0,0,3,1963,0,37,71,465250.0
5,4.25,452.0,1.5,288.0,164.0,878.0,1,5,1911,1,36,54,2250000.0
0,0.0,285.0,3.5,285.0,0.0,443.0,2,3,1996,0,36,47,1095000.0
2,1.0,90.0,1.0,90.0,0.0,526.0,0,4,1914,1,36,58,315000.0
4,2.25,229.0,1.0,229.0,0.0,4128.0,0,4,1963,0,4,7,900000.0
4,2.5,280.0,2.0,280.0,0.0,567.0,0,3,2011,1,32,32,789500.0
3,2.0,229.0,1.0,127.0,101.0,613.0,2,4,1958,1,36,64,678500.0
3,2.0,193.0,1.0,193.0,0.0,1057.0,0,3,2008,1,13,13,342500.0
4,3.25,368.0,2.0,368.0,0.0,651.0,0,3,2011,1,34,44,860000.0
4,2.5,231.0,2.0,231.0,0.0,755.0,0,3,2007,1,2,46,306000.0
5,2.0,191.0,2.0,191.0,0.0,557.0,0,3,1909,0,36,49,580000.0
3,1.0,124.0,1.0,84.0,40.0,1457.0,0,3,1990,1,34,43,405000.0
3,1.75,149.0,1.0,149.0,0.0,1784.0,0,4,1973,1,20,23,510000.0
2,1.0,76.0,1.0,76.0,0.0,971.0,0,4,1971,1,33,34,173000.0
4,1.75,111.0,1.0,111.0,0.0,713.0,0,3,1974,0,2,46,210000.0
3,1.0,98.0,1.0,85.0,13.0,526.0,0,4,1953,0,36,55,445000.0
3,2.5,177.0,2.5,142.0,35.0,139.0,0,3,2013,1,36,75,585000.0
3,1.75,167.0,1.0,84.0,84.0,557.0,0,5,1956,1,37,68,381000.0
3,2.25,191.0,1.0,191.0,0.0,803.0,0,4,1972,1,20,22,890000.0
3,1.75,171.0,1.0,139.0,32.0,901.0,0,4,1991,1,19,19,235000.0
3,2.5,116.0,3.0,116.0,0.0,102.0,2,3,2011,1,36,48,480000.0
2,1.0,140.0,1.5,122.0,19.0,375.0,0,3,1941,0,36,75,575000.0
4,2.25,214.0,1.5,124.0,89.0,427.0,0,4,1910,1,36,65,350000.0
4,1.5,138.0,2.0,138.0,0.0,702.0,0,3,1972,1,11,74,259000.0
5,2.75,262.0,1.0,135.0,127.0,428.0,0,3,1973,0,36,57,599000.0
4,1.5,105.0,1.0,105.0,0.0,728.0,0,4,1976,1,15,14,210000.0
4,2.5,297.0,1.5,173.0,124.0,697.0,1,5,1954,0,36,55,1184000.0
3,1.0,140.0,1.5,140.0,0.0,465.0,0,3,1915,0,36,49,545000.0
3,2.5,183.0,2.0,183.0,0.0,697.0,0,3,1994,0,2,46,299995.0
3,1.0,112.0,1.5,112.0,0.0,534.0,0,4,1916,1,36,64,440000.0
4,2.5,305.0,2.0,305.0,0.0,2549.0,0,3,2002,1,32,33,699000.0
3,2.0,225.0,1.0,139.0,85.0,1659.0,1,5,1985,1,20,23,795000.0
5,1.75,229.0,1.5,124.0,104.0,636.0,0,5,1917,0,36,52,445000.0
3,1.0,110.0,1.0,110.0,0.0,1102.0,0,4,1954,1,36,71,397990.0
3,2.75,177.0,1.0,131.0,46.0,595.0,0,5,1948,1,36,49,706000.0
3,3.25,153.0,2.0,125.0,29.0,165.0,0,3,2014,1,36,63,363000.0
4,2.25,198.0,2.0,198.0,0.0,1100.0,0,4,1978,1,24,26,850000.0
2,1.0,133.0,1.5,121.0,12.0,279.0,0,3,1935,1,36,54,620000.0
4,2.5,532.0,2.0,398.0,135.0,4176.0,4,3,1997,1,34,43,1228000.0
4,2.5,177.0,1.0,177.0,0.0,859.0,0,4,1969,1,33,38,333000.0
3,1.75,196.0,1.0,196.0,0.0,1045.0,0,4,1967,0,24,26,743000.0
2,1.5,151.0,1.0,83.0,69.0,351.0,0,4,1946,0,36,51,448000.0
4,2.5,229.0,2.0,229.0,0.0,3258.0,0,3,1995,1,2,46,485000.0
4,2.25,245.0,1.0,245.0,0.0,2967.0,0,4,1992,1,2,46,489950.0
5,2.75,278.0,2.0,278.0,0.0,689.0,0,3,2002,1,33,38,498500.0
3,2.5,197.0,2.0,197.0,0.0,905.0,0,3,1994,0,6,10,531000.0
3,2.5,190.0,1.0,161.0,30.0,596.0,3,3,1962,0,36,56,670000.0
5,3.0,175.0,1.0,102.0,72.0,465.0,0,3,2003,1,36,50,310000.0
3,3.0,259.0,2.0,149.0,111.0,1163.0,4,4,1983,1,11,74,835000.0
4,2.5,279.0,2.0,279.0,0.0,697.0,0,3,1943,0,36,49,1688000.0
4,2.5,199.0,2.0,199.0,0.0,673.0,0,3,2009,1,36,63,495000.0
3,2.0,164.0,1.0,164.0,0.0,864.0,0,4,1961,0,27,69,495000.0
3,1.0,159.0,1.5,111.0,47.0,609.0,0,4,1932,0,36,63,440000.0
1,0.75,39.0,1.0,39.0,0.0,624.0,0,3,1928,0,36,52,280000.0
4,2.5,304.0,2.0,304.0,0.0,3293.0,0,3,1995,1,4,6,1070000.0
4,2.5,220.0,2.0,220.0,0.0,1009.0,0,3,2009,1,4,4,1034500.0
4,2.5,164.0,2.0,164.0,0.0,544.0,0,3,2009,1,22,24,248000.0
4,2.5,205.0,1.0,138.0,67.0,786.0,0,3,1996,0,2,46,294000.0
3,2.25,159.0,2.0,159.0,0.0,385.0,0,3,2010,1,17,18,561000.0
4,2.0,252.0,1.0,136.0,116.0,441.0,0,4,1925,0,36,55,656500.0
3,3.0,217.0,2.0,201.0,17.0,276.0,0,5,1931,1,36,48,660000.0
2,1.0,113.0,1.0,113.0,0.0,1595.0,0,4,1953,0,20,22,370000.0
3,1.0,98.0,1.0,98.0,0.0,885.0,0,3,1972,1,32,32,349950.0
2,1.0,85.0,1.0,85.0,0.0,917.0,0,3,1963,0,33,37,223000.0
4,1.75,175.0,1.5,101.0,73.0,360.0,0,4,1950,1,36,51,560000.0
4,1.75,174.0,2.0,111.0,62.0,483.0,0,4,1943,1,36,55,594000.0
3,2.25,137.0,2.0,137.0,0.0,502.0,0,4,1920,0,36,60,600000.0
3,2.5,175.0,2.0,175.0,0.0,650.0,0,3,1999,1,19,20,315000.0
4,1.75,176.0,1.0,103.0,72.0,557.0,0,4,1953,0,36,61,430000.0
3,2.75,145.0,1.0,96.0,49.0,687.0,0,5,1978,1,20,23,440000.0
2,1.5,99.0,2.0,99.0,0.0,111.0,0,3,2005,1,36,48,312500.0
5,4.0,410.0,2.0,410.0,0.0,1336.0,0,3,2012,1,32,32,1240000.0
3,3.25,137.0,2.0,110.0,27.0,115.0,0,3,2014,1,36,52,300000.0
3,2.5,239.0,2.5,239.0,0.0,334.0,0,3,2013,1,17,18,680000.0
2,2.25,109.0,2.0,109.0,0.0,94.0,0,3,2015,1,17,16,336750.0
5,3.5,216.0,2.0,160.0,56.0,461.0,0,5,1932,1,36,48,822500.0
4,3.0,227.0,2.0,227.0,0.0,892.0,0,5,1967,1,20,23,589000.0
4,2.5,383.0,2.0,383.0,0.0,2078.0,0,3,2003,1,34,43,863000.0
2,1.75,134.0,1.0,134.0,0.0,528.0,0,4,1984,0,11,74,210000.0
3,1.0,124.0,1.0,124.0,0.0,1028.0,0,4,1984,0,19,19,206135.0
6,3.75,280.0,2.0,186.0,94.0,405.0,0,3,2020,1,36,48,1125000.0
3,1.75,171.0,1.0,85.0,85.0,799.0,0,3,1911,0,36,58,285000.0
2,1.0,86.0,1.0,86.0,0.0,701.0,0,3,1992,1,35,70,230000.0
4,2.75,378.0,2.0,378.0,0.0,10724.0,0,3,2008,1,28,28,845000.0
3,1.75,169.0,1.0,114.0,55.0,887.0,0,3,1982,1,21,68,350000.0
3,1.0,119.0,1.5,119.0,0.0,760.0,0,4,1953,0,37,68,304000.0
2,1.0,84.0,1.0,84.0,0.0,427.0,0,3,1957,0,36,57,370000.0
3,1.75,184.0,1.0,123.0,61.0,1254.0,2,4,1958,1,4,8,810000.0
4,2.25,187.0,1.0,113.0,73.0,704.0,0,3,1980,1,20,23,440000.0
4,2.5,255.0,2.0,182.0,73.0,446.0,0,3,1911,0,36,48,1030000.0
4,2.0,292.0,1.0,180.0,111.0,1010.0,1,3,1945,0,36,75,775000.0
5,2.25,390.0,2.5,270.0,120.0,539.0,0,4,1912,0,36,54,1335000.0
3,1.75,177.0,1.0,88.0,88.0,793.0,0,3,1986,1,35,70,235000.0
3,1.0,170.0,1.5,133.0,37.0,279.0,0,3,1932,0,36,48,499950.0
5,2.75,308.0,2.0,203.0,105.0,2207.0,0,4,1981,1,43,42,622500.0
4,2.5,251.0,1.0,145.0,106.0,1005.0,0,4,1972,1,19,19,300000.0
3,1.0,120.0,1.0,120.0,0.0,610.0,0,5,1982,1,15,14,205000.0
3,1.75,139.0,1.0,139.0,0.0,759.0,0,3,2003,1,20,23,435000.0
4,2.75,339.0,1.5,339.0,0.0,4492.0,0,4,1984,0,43,45,697000.0
3,1.0,118.0,1.5,118.0,0.0,595.0,0,3,1950,1,36,72,153000.0
4,2.25,244.0,2.0,244.0,0.0,3623.0,0,3,1985,0,19,27,454000.0
2,1.5,167.0,1.0,115.0,52.0,2473.0,0,5,1993,1,2,46,345000.0
3,1.0,174.0,1.5,147.0,27.0,261.0,0,4,1933,1,36,51,585000.0
4,2.5,236.0,2.0,174.0,62.0,591.0,0,3,2006,1,33,34,380000.0
4,2.5,179.0,1.0,104.0,75.0,805.0,0,3,1987,0,2,1,250600.0
4,2.25,257.0,2.0,257.0,0.0,1254.0,0,3,1980,1,24,26,890000.0
4,2.5,206.0,2.0,206.0,0.0,496.0,0,3,2007,1,33,38,370000.0
3,1.5,153.0,1.0,102.0,51.0,925.0,0,4,1967,0,36,61,369500.0
4,2.5,341.0,2.0,341.0,0.0,5059.0,0,3,2005,1,34,43,883000.0
4,2.5,350.0,2.0,350.0,0.0,3259.0,0,3,1995,1,32,33,950000.0
3,1.75,218.0,1.0,167.0,51.0,1934.0,0,4,1984,0,34,43,615000.0
3,1.5,112.0,1.0,57.0,56.0,487.0,0,4,1989,1,36,50,305000.0
4,2.5,187.0,2.0,187.0,0.0,741.0,0,4,1995,1,17,18,590000.0
3,2.5,147.0,2.0,147.0,0.0,563.0,0,3,1991,1,17,18,485000.0
2,1.0,66.0,1.0,66.0,0.0,669.0,0,3,1949,0,36,72,215000.0
3,2.0,177.0,1.5,177.0,0.0,468.0,0,3,1977,1,34,43,430000.0
4,2.5,175.0,2.0,175.0,0.0,740.0,0,3,2006,1,22,24,324900.0
2,2.0,212.0,2.0,212.0,0.0,59570.0,0,3,1996,0,42,41,849900.0
5,2.75,288.0,1.0,154.0,134.0,930.0,2,4,1979,1,24,26,975000.0
5,2.5,218.0,2.0,218.0,0.0,372.0,0,3,1999,1,36,54,910000.0
3,1.75,172.0,1.0,102.0,70.0,638.0,2,5,1925,0,7,69,459950.0
3,2.5,192.0,2.0,192.0,0.0,775.0,0,3,2003,1,19,19,325000.0
4,2.75,188.0,1.0,94.0,94.0,657.0,0,5,1964,1,36,62,513000.0
3,2.25,147.0,1.0,111.0,35.0,1131.0,0,3,1987,0,34,43,475000.0
4,2.5,250.0,2.0,250.0,0.0,738.0,0,3,1999,1,33,37,419000.0
4,2.5,225.0,1.0,158.0,67.0,956.0,4,3,1964,0,7,66,760000.0
5,1.5,236.0,2.0,217.0,19.0,619.0,3,4,1960,0,36,64,1120000.0
2,1.0,107.0,1.0,107.0,0.0,2804.0,0,3,1956,0,33,34,129000.0
5,2.5,298.0,1.0,170.0,128.0,1115.0,0,4,1974,1,4,7,725000.0
3,2.5,190.0,2.0,190.0,0.0,430.0,0,3,1998,1,32,32,580000.0
3,2.25,178.0,1.0,98.0,80.0,449.0,0,4,1927,1,36,63,385000.0
4,1.75,177.0,1.0,177.0,0.0,984.0,0,5,1964,1,2,2,265000.0
3,2.5,400.0,1.5,233.0,167.0,2982.0,4,5,1988,1,37,71,1735000.0
3,2.5,99.0,2.0,67.0,33.0,107.0,0,3,2011,1,36,56,330000.0
4,2.5,259.0,2.0,259.0,0.0,4003.0,0,4,1995,1,43,45,665000.0
3,2.5,266.0,2.0,266.0,0.0,413.0,0,3,2006,1,36,75,799000.0
3,2.0,209.0,1.0,116.0,93.0,818.0,0,4,1931,0,36,56,589000.0
2,2.25,295.0,2.0,185.0,110.0,279.0,2,5,1906,1,36,53,1695000.0
3,1.0,136.0,1.0,117.0,19.0,669.0,0,3,1912,0,36,48,538000.0
3,1.0,143.0,1.5,111.0,32.0,316.0,0,3,1932,0,36,57,530100.0
3,2.0,270.0,2.0,178.0,92.0,613.0,0,4,1906,0,36,58,718500.0
3,1.75,110.0,1.0,110.0,0.0,1294.0,0,5,1968,1,33,38,299000.0
3,1.75,152.0,1.0,101.0,51.0,691.0,0,3,1954,0,36,62,556000.0
4,2.0,141.0,1.0,95.0,46.0,1828.0,0,3,1926,0,41,73,171000.0
5,3.0,335.0,2.0,335.0,0.0,908.0,0,3,2009,1,22,24,540000.0
3,2.25,130.0,2.0,130.0,0.0,354.0,0,3,2018,1,10,27,250000.0
4,3.5,297.0,2.0,248.0,49.0,302.0,0,3,2013,1,17,18,795000.0
3,3.0,129.0,2.0,106.0,22.0,120.0,0,3,2012,1,36,47,575000.0
3,2.25,131.0,2.0,120.0,11.0,120.0,0,3,2011,1,17,16,379500.0
4,2.5,190.0,2.0,190.0,0.0,490.0,0,3,2012,1,33,38,385000.0
4,2.5,163.0,2.0,163.0,0.0,444.0,0,3,2015,1,18,17,415500.0
3,2.0,140.0,1.0,99.0,41.0,623.0,0,3,1978,0,20,23,397500.0
3,2.5,179.0,2.0,179.0,0.0,670.0,0,3,2011,1,36,61,530000.0
4,2.5,275.0,2.0,275.0,0.0,3870.0,0,3,1991,1,43,42,883000.0
5,2.75,271.0,1.0,154.0,117.0,1104.0,0,5,1974,1,17,16,850000.0
2,1.0,184.0,1.0,101.0,83.0,465.0,0,4,1929,1,36,65,496752.0
3,1.75,133.0,1.0,133.0,0.0,824.0,0,3,1956,0,36,61,330000.0
4,2.75,228.0,2.0,228.0,0.0,389.0,2,3,2016,1,17,18,735000.0
4,2.75,219.0,2.0,219.0,0.0,457.0,0,3,2014,1,18,17,525000.0
3,2.5,176.0,2.0,161.0,15.0,449.0,0,3,2008,1,41,70,269950.0
3,1.75,199.0,1.0,120.0,79.0,881.0,0,3,1959,1,4,4,650000.0
3,2.0,177.0,1.0,88.0,88.0,753.0,0,4,1946,0,36,55,520500.0
4,2.5,251.0,2.0,251.0,0.0,847.0,0,3,1996,0,17,18,652500.0
5,3.0,226.0,1.0,127.0,98.0,743.0,0,4,1963,0,4,8,506000.0
3,1.0,103.0,1.0,103.0,0.0,1129.0,0,4,1963,0,4,8,416000.0
4,2.75,212.0,1.0,212.0,0.0,1426.0,0,5,1966,1,26,38,500000.0
3,1.75,144.0,1.0,80.0,64.0,437.0,0,4,1955,0,36,55,460000.0
3,2.0,142.0,1.0,142.0,0.0,829.0,0,3,1983,0,6,10,371025.0
4,2.5,227.0,2.0,227.0,0.0,2639.0,0,3,2008,1,18,17,576000.0
4,2.25,164.0,2.0,164.0,0.0,892.0,0,3,1993,0,33,37,353500.0
4,2.25,282.0,2.0,193.0,89.0,465.0,3,4,1932,0,36,49,1735000.0
3,1.75,99.0,1.0,99.0,0.0,753.0,0,4,1963,0,2,2,183000.0
3,1.75,185.0,1.0,102.0,83.0,517.0,0,4,1945,0,36,49,763101.0
2,1.5,101.0,1.0,90.0,11.0,372.0,0,3,1957,0,36,56,460000.0
4,1.5,176.0,1.5,176.0,0.0,645.0,0,3,1925,0,36,56,825000.0
3,1.0,93.0,1.0,93.0,0.0,850.0,0,3,1975,0,33,38,265000.0
3,1.75,164.0,1.0,96.0,69.0,765.0,0,3,1966,0,7,67,295000.0
4,3.0,219.0,1.0,136.0,84.0,581.0,2,3,1966,0,36,58,418000.0
3,3.5,314.0,2.0,251.0,63.0,10117.0,0,3,2005,1,33,37,554000.0
3,2.5,158.0,2.0,158.0,0.0,293.0,0,3,2011,1,17,18,534500.0
2,1.75,149.0,1.0,79.0,70.0,372.0,0,5,1924,1,36,54,690000.0
4,2.5,190.0,2.0,190.0,0.0,591.0,0,3,1994,0,17,18,530000.0
2,1.75,112.0,2.0,112.0,0.0,97.0,0,3,2020,1,17,18,357186.0
5,3.0,180.0,1.0,111.0,69.0,590.0,0,3,2013,1,36,70,300000.0
4,2.0,168.0,1.0,103.0,65.0,813.0,0,2,1973,1,33,37,304000.0
4,1.75,157.0,1.0,81.0,76.0,379.0,0,4,1990,1,36,65,385000.0
4,2.0,167.0,1.0,93.0,74.0,276.0,0,4,1929,1,36,55,415000.0
4,3.5,305.0,2.0,305.0,0.0,613.0,0,3,2013,1,4,6,963000.0
4,2.5,399.0,2.0,399.0,0.0,16297.0,0,3,2010,1,31,31,792500.0
3,1.75,107.0,1.0,107.0,0.0,892.0,0,3,1985,0,28,28,309212.0
2,1.5,82.0,2.0,82.0,0.0,168.0,0,3,2005,1,36,63,235000.0
3,1.5,160.0,2.0,160.0,0.0,753.0,0,3,1913,0,36,51,667000.0
3,1.5,140.0,1.0,140.0,0.0,743.0,0,4,1962,1,4,7,470000.0
4,2.0,115.0,1.0,97.0,19.0,279.0,0,3,1914,0,36,60,375000.0
4,2.0,147.0,1.0,147.0,0.0,890.0,0,3,1959,1,20,22,410000.0
4,2.25,202.0,2.0,202.0,0.0,719.0,0,3,1993,0,34,43,566000.0
4,2.75,232.0,2.0,232.0,0.0,460.0,0,3,2016,1,32,33,680000.0
1,1.0,89.0,1.0,71.0,19.0,245.0,0,3,1914,0,36,54,332000.0
4,2.5,281.0,2.0,281.0,0.0,790.0,0,3,2009,1,20,22,902000.0
3,1.75,143.0,1.0,72.0,72.0,1003.0,0,5,1953,1,24,26,500000.0
3,1.75,176.0,1.5,176.0,0.0,3004.0,3,3,1982,1,42,41,445000.0
4,2.5,261.0,1.0,159.0,102.0,910.0,0,4,1979,1,4,6,825000.0
4,4.0,328.0,2.0,244.0,84.0,780.0,0,5,1964,1,36,75,1095000.0
3,1.0,102.0,1.0,102.0,0.0,793.0,0,4,1963,0,36,58,277000.0
3,2.5,180.0,1.0,134.0,46.0,908.0,2,3,1981,1,20,23,545000.0
3,2.5,214.0,2.0,214.0,0.0,885.0,0,3,2009,1,12,12,435000.0
3,2.5,196.0,2.0,196.0,0.0,334.0,0,3,2011,1,32,32,638000.0
4,1.5,113.0,1.0,113.0,0.0,983.0,0,3,1971,0,4,8,418000.0
3,1.75,163.0,1.0,137.0,26.0,1145.0,0,4,1974,1,32,32,499000.0
3,1.5,114.0,1.0,114.0,0.0,748.0,0,4,1955,0,7,70,150000.0
3,2.5,288.0,2.0,288.0,0.0,2210.0,0,3,2008,1,34,44,759950.0
3,2.5,170.0,1.0,141.0,29.0,6070.0,0,3,1997,1,28,28,427000.0
5,2.5,245.0,2.0,245.0,0.0,659.0,0,3,2009,1,32,33,632500.0
6,1.75,171.0,1.0,98.0,72.0,258.0,0,3,1906,0,36,60,660000.0
4,2.5,296.0,2.0,296.0,0.0,1353.0,0,3,1996,0,43,45,862000.0
2,1.0,104.0,1.5,104.0,0.0,186.0,0,3,1916,0,36,53,524000.0
3,1.5,164.0,1.0,108.0,56.0,625.0,0,3,1964,0,36,58,470000.0
3,2.0,148.0,2.0,148.0,0.0,921.0,0,3,2006,1,42,41,385000.0
4,2.5,197.0,2.0,197.0,0.0,892.0,0,3,1991,1,17,16,575000.0
4,2.5,208.0,1.0,127.0,81.0,913.0,0,4,1994,1,15,14,220000.0
2,1.0,83.0,1.0,71.0,12.0,195.0,0,4,1925,0,36,51,460000.0
3,3.25,273.0,3.0,227.0,46.0,505.0,3,4,1984,0,36,53,1712500.0
3,1.5,113.0,1.0,113.0,0.0,678.0,0,3,1979,0,2,1,175000.0
3,2.25,248.0,1.0,152.0,96.0,697.0,0,4,1972,1,7,69,465000.0
3,1.0,104.0,1.0,76.0,28.0,214.0,0,4,1918,0,36,57,552000.0
4,2.75,291.0,2.0,291.0,0.0,12950.0,0,4,1987,1,19,19,565000.0
4,2.5,162.0,1.0,113.0,48.0,697.0,0,4,1982,0,32,32,518000.0
4,3.5,306.0,2.0,219.0,86.0,503.0,1,3,2012,1,20,23,899950.0
3,1.0,164.0,1.5,106.0,59.0,531.0,0,4,1932,0,36,62,373000.0
4,2.5,275.0,2.0,275.0,0.0,470.0,0,3,2012,1,22,24,385000.0
2,1.0,111.0,1.0,91.0,20.0,453.0,0,3,1949,0,36,50,245000.0
4,2.0,223.0,2.0,223.0,0.0,557.0,0,3,1919,0,6,10,375000.0
4,3.5,250.0,2.0,250.0,0.0,573.0,0,3,2008,1,34,44,699850.0
6,2.25,330.0,1.0,275.0,55.0,1094.0,0,4,1954,1,36,61,450000.0
